"Created Date","Order ID","Query Class","Query Category","Product Name","SKU","Batch Number","Delivery Partner","Month","Week","Source"
"8/24/2026","HYP43574520","Product","Others","Dual phase de-pigmentation serum | 4% tranexamic acid","HYPMUBX0046F0030","","DELHIVERY","8_Aug'26","8_Aug Week 4","whatsapp"
"8/24/2026","HYP42056070","Product","Reacted-Acne/Pimples","ALL I NEED SUNSCREEN SPF50 PA++++ | BRIGHTENS WITH NIACINAMIDE","HYPMUBX004F050","","Shadowfax","8_Aug'26","8_Aug Week 4","whatsapp"
"8/24/2026","HYP43673550","Product","Others","DOUBLE SHOT FACE SERUM - 50ML","HYPMUBX038F050","","Pikndel","8_Aug'26","8_Aug Week 4","whatsapp"
"8/22/2026","HYP43882450","Product","Others","Dual phase de-pigmentation serum | 4% tranexamic acid","HYPMUBX0046F0030","","DELHIVERY","8_Aug'26","8_Aug Week 4","email"
"8/24/2026","HYP42201830","Product","Product not Effective","Dual phase de-pigmentation serum | 4% tranexamic acid","HYPMUBX0046F0030","","ElasticRun","8_Aug'26","8_Aug Week 4","whatsapp"
"8/22/2026","HYP43084950","Product","Reacted-Skin Irritation","Ceramides Milky Toner Essence With 5% Rice Water Blend - 100 ml","HYPMUBX027F100","","Shadowfax","8_Aug'26","8_Aug Week 4","whatsapp"
"8/24/2026","HYP42796280","Product","Others","Dual phase de-pigmentation serum | 4% tranexamic acid","HYPMUBX0046F0030","","Blitz","8_Aug'26","8_Aug Week 4","whatsapp"
"8/23/2026","HYP42176450","Product","Others","DOUBLE SHOT FACE SERUM - 50ML","HYPMUBX038F050","","DELHIVERY","8_Aug'26","8_Aug Week 4","email"
"8/24/2026","HYP36705680","Product","Product not Effective","Dual phase de-pigmentation serum | 4% tranexamic acid","HYPMUBX0046F0030","","DELHIVERY","8_Aug'26","8_Aug Week 4","whatsapp"
"8/24/2026","HYP42917770","Product","Others","DOUBLE SHOT FACE SERUM - 50ML","HYPMUBX038F050","","DELHIVERY","8_Aug'26","8_Aug Week 4","whatsapp"
"8/23/2026","HYP41386550","Product","Burning Sensation","Fluid Cooling Sunscreen SPF50 PA++++ - 50ml","HYPMUBX043F050","","Shadowfax","8_Aug'26","8_Aug Week 4","whatsapp"
"8/24/2026","HYP43963500","Product","Burning Sensation","ALL I NEED SUNSCREEN SPF50 PA++++ | BRIGHTENS WITH NIACINAMIDE","HYPMUBX004F050","","DELHIVERY","8_Aug'26","8_Aug Week 4","whatsapp"
